file_id,rf
j_1301793,3
j_1302115,3
j_1302553,0
j_1302641,5
j_1302950,3
j_1303352,4
j_1303412,5
j_1303718,5
j_1303819,3
j_1304009,5
j_1304285,5
j_1304389,4
j_1304868,3
j_1304994,4
j_1305464,0
j_1305548,4
j_1306448,4
j_1307099,0
j_1307579,3
j_1307809,2
j_1307829,5
j_1308413,0
j_1308766,5
j_1309000,0
j_13091,3
j_1309565,5
j_1309608,4
j_1309770,2
j_1309997,4
j_1310449,3
j_1310922,0
j_1311169,0
j_1311694,5
j_1312217,3
j_1312225,3
j_1312485,3
j_1313261,3
j_1313299,3
j_131349,5
j_1314459,3
j_1314905,4
j_1315508,5
j_1315815,3
j_1317067,3
j_1317916,5
j_1318383,4
j_1318635,5
j_1319633,3
j_1320378,5
j_1320597,5
j_1321635,5
j_1322107,5
j_1323243,5
j_1323450,3
j_1323578,5
j_1323812,3
j_132481,0
j_1324912,3
j_1325616,4
j_1326937,3
j_1327318,5
j_1327376,3
j_1327415,4
j_132809,3
j_1328878,0
j_1329448,0
j_1329535,3
j_1329934,5
j_1330218,3
j_1330521,3
j_1330629,4
j_1330693,3
j_133096,3
j_1331406,3
j_1331584,2
j_1331734,4
j_1332322,5
j_1332819,3
j_1333101,3
j_1333370,5
j_133342,2
j_1334703,5
j_1334874,5
j_1335015,4
